date,GPR,GPR_Threats,GPR_Acts
2016-05-04,104.36856842041016,45.27951431274414,171.90426635742188
2016-05-05,103.82675170898438,115.11359405517578,69.00477600097656
2016-05-06,79.36795043945312,55.57637023925781,91.61685943603516
2016-05-07,54.57969665527344,41.893592834472656,58.59721374511719
2016-05-08,22.33191680908203,24.759584426879883,29.684236526489254
2016-05-09,100.38084411621094,96.64925384521484,84.27103424072266
2016-05-10,72.8036880493164,112.42872619628906,51.84256362915039
2016-05-11,113.59468841552734,109.69263458251952,124.20423126220705
2016-05-12,101.35812377929688,91.94448852539062,119.41815948486328
2016-05-13,88.21751403808594,88.0267562866211,79.15137481689453
2016-05-14,45.94986724853516,48.62932205200195,41.64402770996094
2016-05-15,72.96404266357422,97.07501983642578,43.643672943115234
2016-05-16,66.86859893798828,76.9892349243164,51.279056549072266
2016-05-17,88.40447235107422,121.07709503173828,51.84256362915039
2016-05-18,92.40077209472656,107.56778717041016,73.69308471679688
2016-05-19,73.92061614990234,84.5175552368164,82.90471649169922
2016-05-20,115.90248107910156,68.39625549316406,164.00038146972656
2016-05-21,83.91305541992188,66.45365142822266,119.50679779052734
2016-05-22,104.1688003540039,69.29569244384766,152.3106231689453
2016-05-23,121.707763671875,79.20298767089844,158.26060485839844
2016-05-24,86.67697143554688,106.54508209228516,97.68106079101562
2016-05-25,75.74468994140625,100.77452850341795,70.4774398803711
2016-05-26,68.9161148071289,61.12630081176758,82.44477081298828
2016-05-27,81.85124206542969,104.09461975097656,47.99958419799805
2016-05-28,62.501277923583984,69.29569244384766,66.46281433105469
2016-05-29,44.966983795166016,24.927637100219727,59.771427154541016
2016-05-30,108.72760772705078,144.6566619873047,57.80956268310547
2016-05-31,141.11044311523438,146.6721954345703,126.60848236083984
2016-06-01,100.83919525146484,75.46585845947266,140.74032592773438
2016-06-02,94.64479064941406,47.220062255859375,141.5301971435547
2016-06-03,144.19883728027344,139.89015197753906,151.74136352539062
2016-06-04,56.81184768676758,65.4103775024414,34.85352325439453
2016-06-05,63.55046081542969,66.05524444580078,47.5161361694336
2016-06-06,101.40513610839844,93.69061279296876,134.79066467285156
2016-06-07,79.2243423461914,74.1122055053711,78.98047637939453
2016-06-08,76.72159576416016,82.56005859375,71.98629760742188
2016-06-09,61.34384536743164,47.08553695678711,75.2677230834961
2016-06-10,62.16614532470703,88.61674499511719,44.2677116394043
2016-06-11,44.43688583374024,53.74641418457031,48.32738494873047
2016-06-12,16.358360290527344,13.60248851776123,16.308006286621094
2016-06-13,93.311767578125,43.106475830078125,134.3687744140625
2016-06-14,108.35501861572266,34.32403564453125,195.4674530029297
2016-06-15,129.708984375,141.0438690185547,129.30972290039062
2016-06-16,78.98127746582031,54.08562850952149,111.1597671508789
2016-06-17,99.28677368164062,67.54914093017578,125.97602081298828
2016-06-18,70.89918518066406,26.20217704772949,117.80158996582033
2016-06-19,103.74932098388672,86.27080535888672,147.75711059570312
2016-06-20,90.8284683227539,97.7404556274414,85.22248077392578
2016-06-21,116.31917572021484,109.33908081054688,100.83576202392578
2016-06-22,104.51173400878906,113.35407257080078,108.72003936767578
2016-06-23,106.85701751708984,133.28244018554688,63.91686248779297
2016-06-24,67.60342407226562,76.92491912841797,70.94245910644531
2016-06-25,54.495826721191406,45.31498718261719,54.32808303833008
2016-06-26,38.25135803222656,38.168643951416016,30.506893157958984
2016-06-27,109.86957550048828,118.76799011230467,76.6719741821289
2016-06-28,96.44184112548828,118.54826354980467,50.16260147094727
2016-06-29,151.0141143798828,145.82667541503906,174.8314208984375
2016-06-30,134.22850036621094,103.64269256591795,172.0482940673828
2016-07-01,112.06250762939452,74.54678344726562,151.93588256835938
2016-07-02,88.87377166748047,73.90132141113281,120.8184585571289
2016-07-03,102.71527862548828,71.1758041381836,170.66517639160156
2016-07-04,42.83492660522461,47.4914436340332,56.93743515014648
2016-07-05,98.27861785888672,96.14324188232422,92.21281433105467
2016-07-06,107.6462173461914,105.78596496582033,126.82666015625
2016-07-07,141.4793243408203,121.7011947631836,175.0889129638672
2016-07-08,131.0286407470703,136.19302368164062,146.95347595214844
2016-07-09,109.11988067626952,116.66133880615234,101.01371002197266
2016-07-10,121.48780822753906,94.28619384765624,161.4851531982422
2016-07-11,90.2462387084961,97.11392211914062,84.67618560791016
2016-07-12,114.82037353515624,143.21510314941406,114.4669418334961
2016-07-13,57.69348907470703,47.97394180297852,57.51590347290039
2016-07-14,109.42415618896484,82.71783447265625,148.75546264648438
2016-07-15,91.61395263671876,64.15147399902344,134.59446716308594
2016-07-16,237.53746032714844,179.5634765625,396.1123352050781
2016-07-17,188.21408081054688,112.68424224853516,315.2263488769531
2016-07-18,158.04234313964844,126.16048431396484,201.6715240478516
2016-07-19,190.2488250732422,214.03237915039065,167.3498992919922
2016-07-20,104.29373168945312,82.59381866455078,128.72811889648438
2016-07-21,146.57379150390625,154.38221740722656,146.12261962890625
2016-07-22,150.14471435546875,140.45628356933594,149.68255615234375
2016-07-23,77.7395248413086,57.46031188964844,111.94478607177734
2016-07-24,104.01782989501952,79.84069061279297,159.5348358154297
2016-07-25,100.5713119506836,73.17467498779297,137.85989379882812
2016-07-26,81.79179382324219,76.51399230957031,112.11753845214844
2016-07-27,99.42936706542967,26.109041213989254,177.37855529785156
2016-07-28,90.89362335205078,50.38726425170898,140.9548797607422
2016-07-29,107.7638702392578,85.7129898071289,140.12890625
2016-07-30,66.51741790771484,66.37358093261719,61.8918342590332
2016-07-31,49.318626403808594,41.00998306274414,49.16682052612305
2016-08-01,98.58832550048828,54.6528549194336,157.2557830810547
2016-08-02,126.30240631103516,95.47673797607422,148.80702209472656
2016-08-03,118.50753784179688,75.08016967773438,168.77536010742188
2016-08-04,154.44447326660156,203.70928955078125,116.80413055419922
2016-08-05,93.311767578125,93.10999298095705,120.9319076538086
2016-08-06,45.00771331787109,37.425323486328125,53.84300994873047
2016-08-07,72.89268493652344,53.87782669067383,129.18812561035156
2016-08-08,116.02689361572266,96.47999572753906,150.37066650390625
2016-08-09,114.03922271728516,108.3739242553711,140.75680541992188
2016-08-10,116.2304458618164,105.435546875,147.4743194580078
2016-08-11,97.57951354980467,136.6575469970703,81.9192886352539
2016-08-12,112.60853576660156,124.85002899169922,112.2619171142578
2016-08-13,96.78153228759766,95.1090316772461,87.71238708496094
2016-08-14,87.17283630371094,79.07666778564453,79.00409698486328
2016-08-15,97.81204223632812,75.9115219116211,117.0131607055664
2016-08-16,95.1244125366211,74.44605255126953,122.72325897216795
2016-08-17,61.15509414672852,50.85237884521485,91.45027923583984
2016-08-18,118.6591339111328,139.78079223632812,78.86260223388672
2016-08-19,78.40396881103516,32.597679138183594,117.24394989013672
2016-08-20,55.85392761230469,50.01693344116211,85.66462707519531
2016-08-21,23.110937118530277,0.0,46.07959747314453
2016-08-22,84.60388946533203,64.9391860961914,90.83142852783205
2016-08-23,89.98486328125,65.47207641601562,123.34833526611328
2016-08-24,139.23226928710938,96.47999572753906,185.07159423828125
2016-08-25,176.9652099609375,110.36409759521484,264.6307678222656
2016-08-26,80.30467224121094,66.77584838867188,80.05747985839844
2016-08-27,117.3005599975586,85.83439636230469,168.3928680419922
2016-08-28,71.81718444824219,29.85912132263184,107.3941879272461
2016-08-29,151.196044921875,91.4358139038086,219.2445831298828
2016-08-30,79.74700164794922,51.00933074951172,97.84803771972656
2016-08-31,86.18061828613281,53.74641418457031,128.87303161621094
2016-09-01,72.01234436035156,46.06193542480469,110.44719696044922
2016-09-02,77.37384033203125,80.42346954345703,67.49372100830078
2016-09-03,81.90414428710938,52.971229553222656,108.86939239501952
2016-09-04,86.4900131225586,57.53532791137695,120.71331024169922
2016-09-05,52.6999397277832,25.040943145751957,75.05389404296875
2016-09-06,91.33917999267578,111.39537811279295,60.70535659790039
2016-09-07,91.87398529052734,84.88455200195312,101.76799011230467
2016-09-08,60.41156768798828,58.60646057128906,60.225616455078125
2016-09-09,116.9141616821289,105.31926727294922,106.8414306640625
2016-09-10,110.29214477539062,132.82337951660156,68.24647521972656
2016-09-11,93.0932388305664,103.2132568359375,92.8066864013672
2016-09-12,137.5460662841797,123.90501403808594,137.1226806640625
2016-09-13,122.2564468383789,125.86485290527344,127.68394470214844
2016-09-14,115.55469512939452,88.08006286621094,134.39883422851562
2016-09-15,99.23526000976562,117.88175964355467,75.3750991821289
2016-09-16,51.03395462036133,54.00988006591797,37.00135803222656
2016-09-17,66.83617401123047,62.523414611816406,91.61685943603516
2016-09-18,104.68611907958984,87.04978942871094,119.27301025390624
2016-09-19,255.72784423828125,148.35748291015625,391.3043212890625
2016-09-20,183.1067657470703,175.32855224609375,243.39085388183597
2016-09-21,162.7410430908203,148.420166015625,230.2762908935547
2016-09-22,95.46304321289062,79.38050842285156,114.20304870605467
2016-09-23,100.2487564086914,108.73040771484376,112.97586059570312
2016-09-24,71.66613006591797,79.45684051513672,79.38392639160156
2016-09-25,52.46148300170898,62.319091796875,74.71428680419922
2016-09-26,133.84112548828125,120.5675048828125,144.54823303222656
2016-09-27,83.86247253417969,69.7342758178711,104.50542449951172
2016-09-28,115.8915786743164,120.4593505859375,96.27904510498048
2016-09-29,104.65530395507812,90.80782318115234,127.0142822265625
2016-09-30,120.28876495361328,107.71802520751952,175.2655029296875
2016-10-01,47.720062255859375,39.68072509765625,55.50204086303711
2016-10-02,64.79350280761719,26.938913345336918,113.03960418701172
2016-10-03,64.83673858642578,78.42003631591797,70.51326751708984
2016-10-04,147.34649658203125,145.2127227783203,174.09535217285156
2016-10-05,119.91195678710938,132.94740295410156,119.54285430908205
2016-10-06,92.69335174560548,89.24754333496094,97.27161407470705
2016-10-07,25.318988800048828,21.05353355407715,42.06842422485352
2016-10-08,50.19042205810547,76.51399230957031,25.01796531677246
2016-10-09,101.5645751953125,64.96471405029297,155.77223205566406
2016-10-10,90.01542663574219,69.86060333251953,131.6162567138672
2016-10-11,85.37545776367188,66.2595443725586,102.13519287109376
2016-10-12,101.6125030517578,92.9433822631836,162.07957458496094
2016-10-13,112.53922271728516,105.78596496582033,117.07077026367188
2016-10-14,93.18052673339844,77.48252868652344,139.34056091308594
2016-10-15,60.44831085205078,46.913692474365234,88.38463592529297
2016-10-16,53.55189895629883,50.89152526855469,76.2672348022461
2016-10-17,128.75704956054688,126.53197479248048,128.3607177734375
2016-10-18,114.42375946044922,142.7204132080078,102.66439056396484
2016-10-19,112.19987487792967,88.8549575805664,170.44496154785156
2016-10-20,115.55469512939452,96.08734893798828,134.39883422851562
2016-10-21,78.98127746582031,69.53866577148438,83.36981964111328
2016-10-22,81.6326675415039,50.01693344116211,111.364013671875
2016-10-23,79.82090759277344,53.09886932373047,95.49024963378906
2016-10-24,86.04071807861328,71.5455551147461,98.02957916259766
2016-10-25,71.29698944091797,72.96698760986328,76.54502868652344
2016-10-26,96.95320129394533,134.36602783203125,53.69709396362305
2016-10-27,99.09390258789062,109.86624908447266,65.8592529296875
2016-10-28,82.20970916748047,96.50816345214844,57.85176086425781
2016-10-29,66.83617401123047,69.470458984375,83.28805541992188
2016-10-30,82.43946838378906,87.24673461914062,89.65714263916016
2016-10-31,63.814788818359375,38.59199523925781,92.53579711914062
2016-11-01,89.67141723632812,114.03997039794922,52.58552932739258
2016-11-02,77.03646087646484,51.24658203125,92.15919494628906
2016-11-03,62.05097961425781,79.38050842285156,28.550762176513672
2016-11-04,48.217872619628906,32.07573699951172,76.91112518310547
2016-11-05,65.12256622314453,57.76155090332031,86.56281280517578
2016-11-06,69.65679931640625,51.48604965209961,77.15821075439453
2016-11-07,66.01131439208984,69.86060333251953,59.825565338134766
2016-11-08,89.67141723632812,87.72305297851562,94.6539535522461
2016-11-09,50.19042205810547,64.92096710205078,22.238189697265625
2016-11-10,71.2380142211914,88.8549575805664,35.509368896484375
2016-11-11,94.9030303955078,75.15699005126953,108.12674713134766
2016-11-12,39.57667541503906,52.65478897094727,31.56388282775879
2016-11-13,67.60342407226562,62.46040725708008,59.90696334838867
2016-11-14,153.25045776367188,147.03756713867188,141.0265350341797
2016-11-15,81.45658111572266,99.34276580810548,64.96468353271484
2016-11-16,106.85701751708984,79.96946716308594,127.83372497558594
2016-11-17,59.95597839355469,33.23685073852539,89.65714263916016
2016-11-18,92.14374542236328,130.25469970703125,64.30208587646484
2016-11-19,61.87860107421875,68.6053237915039,49.35050582885742
2016-11-20,52.5804443359375,37.47624206542969,59.90696334838867
2016-11-21,118.51763153076172,118.26134490966795,129.96810913085938
2016-11-22,100.06166076660156,96.3419418334961,115.50423431396484
2016-11-23,75.68257141113281,87.13719940185547,46.43052673339844
2016-11-24,67.71858978271484,75.08016967773438,67.51014709472656
2016-11-25,76.48912811279297,68.49565887451172,70.38802337646484
2016-11-26,83.14237976074219,94.60647583007812,78.5240249633789
2016-11-27,109.89561462402344,130.5452117919922,125.2083969116211
2016-11-28,111.1992645263672,97.33229064941406,128.3607177734375
2016-11-29,145.42979431152344,107.49282836914062,204.0489654541016
2016-11-30,120.1720199584961,69.51428985595703,177.09877014160156
2016-12-01,146.6143341064453,160.01266479492188,118.75747680664062
2016-12-02,64.86146545410156,61.63924789428711,55.424415588378906
2016-12-03,36.35190963745117,30.22775077819824,36.240013122558594
2016-12-04,22.950815200805664,25.445762634277344,30.506893157958984
2016-12-05,85.22901153564453,56.696475982666016,101.9600067138672
2016-12-06,68.572265625,78.95074462890625,42.06842422485352
2016-12-07,103.3477554321289,63.32192611694336,151.83316040039062
2016-12-08,75.39987182617188,100.3157730102539,40.08948516845703
2016-12-09,71.08514404296875,63.0501594543457,75.59075927734375
2016-12-10,62.58562469482422,74.3455810546875,35.65312957763672
2016-12-11,47.32239532470703,26.233369827270508,78.62789154052734
2016-12-12,95.49745178222656,79.40911865234375,95.20349884033205
2016-12-13,137.07176208496094,132.97604370117188,136.64984130859375
2016-12-14,110.9472427368164,79.07666778564453,147.4743194580078
2016-12-15,108.9334716796875,98.8162841796875,118.4707260131836
2016-12-16,107.91650390625,140.45628356933594,74.84127807617188
2016-12-17,57.11323547363281,63.32192611694336,66.42700958251953
2016-12-18,81.59033203125,108.55187225341795,81.33919525146484
2016-12-19,85.88137817382812,61.21119689941406,97.84803771972656
2016-12-20,114.6426010131836,130.45008850097656,120.30496215820312
2016-12-21,195.1849670410156,111.29308319091795,311.33465576171875
2016-12-22,125.21733856201172,123.05343627929688,147.5286102294922
2016-12-23,182.83653259277344,134.1479034423828,246.6056365966797
2016-12-24,100.55011749267578,120.77082061767578,89.10276794433594
2016-12-25,90.06981658935547,66.57411193847656,119.72342681884766
2016-12-26,95.73894500732422,95.53192138671876,133.62196350097656
2016-12-27,90.86843872070312,82.42903900146484,82.35340118408203
2016-12-28,127.40645599365234,122.67020416259766,160.43910217285156
2016-12-29,98.7843246459961,109.52301788330078,91.91490936279295
2016-12-30,206.6664276123047,196.3995513916016,247.23635864257807
2016-12-31,152.97825622558594,146.77639770507812,152.5073699951172
2017-01-01,108.47199249267578,124.88934326171876,99.81978607177734
2017-01-02,146.65013122558594,157.81011962890625,171.99850463867188
2017-01-03,121.9743881225586,138.79283142089844,89.5992202758789
2017-01-04,108.89063262939452,114.37386322021484,91.41512298583984
2017-01-05,68.13825988769531,87.1678466796875,62.703250885009766
2017-01-06,129.0610809326172,135.1416015625,95.30653381347656
2017-01-07,71.2380142211914,103.66412353515624,35.509368896484375
2017-01-08,37.814701080322266,37.73292922973633,30.158639907836918
2017-01-09,161.02760314941406,114.77099609375,217.86477661132807
2017-01-10,66.47293090820312,82.91148376464844,44.17887878417969
2017-01-11,137.6140899658203,130.7776336669922,166.5884552001953
2017-01-12,129.81033325195312,167.90879821777344,95.85983276367188
2017-01-13,127.04450225830078,140.8553009033203,103.19910430908205
2017-01-14,64.44683837890625,85.7433090209961,42.832313537597656
2017-01-15,29.18561744689941,24.268754959106445,43.643672943115234
2017-01-16,72.58614349365234,98.76707458496094,39.47057342529297
2017-01-17,100.71996307373048,102.36331939697266,122.72325897216795
2017-01-18,102.49857330322266,85.23077392578125,120.7618179321289
2017-01-19,125.66645050048828,167.1929473876953,120.2684555053711
2017-01-20,104.65530395507812,136.21173095703125,63.50714111328125
2017-01-21,39.01728820800781,45.42173385620117,23.338314056396484
2017-01-22,85.1360855102539,64.3575668334961,108.02149200439452
2017-01-23,111.45087432861328,102.97209930419922,111.10781860351562
2017-01-24,96.97809600830078,67.90764617919922,132.2983856201172
2017-01-25,104.37609100341795,82.22399139404297,131.4376678466797
2017-01-26,111.43194580078124,109.50627136230467,111.08894348144533
2017-01-27,119.15711212158205,126.8260726928711,95.0322723388672
2017-01-28,98.6372528076172,102.52495574951172,81.94469451904297
2017-01-29,116.2304458618164,144.97389221191406,101.38859558105467
2017-01-30,166.4895477294922,95.47673797607422,217.48719787597656
2017-01-31,188.6905670166016,183.05247497558597,198.560302734375
2017-02-01,150.57125854492188,125.20471954345705,200.1437225341797
2017-02-02,166.10296630859375,189.4214630126953,132.4733428955078
2017-02-03,184.0315399169922,252.4961853027344,100.90579223632812
2017-02-04,148.07135009765625,168.8584747314453,109.65728759765624
2017-02-05,50.518463134765625,84.01536560058594,0.0
2017-02-06,83.56026458740234,109.18753814697266,47.601749420166016
2017-02-07,184.3418731689453,195.09133911132807,167.06768798828125
2017-02-08,101.92516326904295,103.5881805419922,90.3212661743164
2017-02-09,92.30064392089844,76.7508773803711,112.46466064453124
2017-02-10,212.408935546875,185.03536987304688,221.83868408203125
2017-02-11,128.20175170898438,103.16493225097656,156.66680908203125
2017-02-12,89.32766723632812,111.41812896728516,74.2105941772461
2017-02-13,132.0226287841797,169.66146850585938,71.79067993164062
2017-02-14,185.8536376953125,272.72314453125,87.19132232666016
2017-02-15,118.85968017578124,128.9159393310547,92.73429107666016
2017-02-16,127.40645599365234,161.03253173828125,91.45027923583984
2017-02-17,88.52149963378906,100.72727966308594,65.02559661865234
2017-02-18,92.24872589111328,125.52169799804688,50.16260147094727
2017-02-19,95.06265258789062,121.61164855957033,72.90003204345703
2017-02-20,110.41893005371094,122.42239379882812,102.74044036865234
2017-02-21,139.23226928710938,164.0159912109375,104.10276794433594
2017-02-22,95.24954986572266,88.0033187866211,84.40565490722656
2017-02-23,59.775657653808594,41.42111206054688,69.52360534667969
2017-02-24,90.82076263427734,87.44457244873047,85.77587890625
2017-02-25,43.472015380859375,50.60768127441406,26.0029239654541
